                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     83,                0.70048,                0.47498,                 1.0204,                 0.8536,                0.78898,                0.82996,                0.60735,                0.92589,                0.76498,                 1.1315,             0.00033023,             0.00033023,             0.00033023
                     84,                0.66438,                0.46098,                 1.0063,                0.87675,                0.76741,                0.82576,                0.60829,                0.94437,                0.75316,                 1.1441,             0.00031373,             0.00031373,             0.00031373
                     85,                0.68015,                0.47556,                 1.0014,                0.81371,                  0.797,                0.82675,                0.61275,                0.89107,                0.70466,                 1.1063,             0.00029723,             0.00029723,             0.00029723
                     86,                  0.656,                  0.469,                 1.0005,                0.83765,                0.78536,                0.82851,                0.61057,                0.91711,                0.70565,                 1.1188,             0.00028072,             0.00028072,             0.00028072
                     87,                0.65898,                0.45276,                0.99533,                0.84877,                0.79334,                 0.8363,                0.61061,                0.91624,                0.71453,                 1.1189,             0.00026422,             0.00026422,             0.00026422
                     88,                0.65449,                0.45261,                 1.0019,                0.86533,                0.79421,                0.84322,                0.62132,                0.91761,                0.72162,                 1.1241,             0.00024772,             0.00024772,             0.00024772
                     89,                0.66861,                 0.4549,                0.99884,                0.86707,                0.79424,                0.84743,                0.62257,                0.91609,                0.72956,                  1.141,             0.00023121,             0.00023121,             0.00023121
                     90,                0.64505,                 0.4466,                0.99566,                0.85175,                0.80766,                0.84585,                0.61436,                 0.9418,                0.73655,                 1.1526,             0.00021471,             0.00021471,             0.00021471
                     91,                 0.6767,                0.46472,                0.98619,                0.82887,                0.80448,                0.83505,                0.61092,                0.92404,                0.75884,                 1.1027,             0.00019821,             0.00019821,             0.00019821
                     92,                0.64448,                0.42365,                0.96356,                0.88373,                0.75249,                0.82627,                0.59868,                 0.9175,                0.76179,                 1.0978,              0.0001817,              0.0001817,              0.0001817
                     93,                 0.6271,                0.40194,                0.95981,                0.84405,                0.78607,                0.82301,                0.60149,                 0.9184,                0.75045,                 1.0895,              0.0001652,              0.0001652,              0.0001652
                     94,                 0.6293,                0.39708,                0.96047,                0.87155,                0.80104,                0.83215,                0.60365,                0.91377,                0.74893,                 1.0911,              0.0001487,              0.0001487,              0.0001487
                     95,                0.61118,                0.39098,                0.94802,                 0.8541,                0.80171,                0.83784,                0.61301,                0.91218,                0.74007,                  1.102,             0.00013219,             0.00013219,             0.00013219
                     96,                0.60888,                0.39039,                0.95285,                0.84634,                0.79051,                0.83708,                0.61154,                0.92877,                0.74863,                 1.1215,             0.00011569,             0.00011569,             0.00011569
                     97,                0.61303,                0.38627,                0.95405,                0.85868,                0.79086,                0.83177,                0.61088,                 0.9183,                  0.743,                 1.1164,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.59826,                0.38358,                0.95059,                0.85876,                0.79424,                0.82863,                0.60817,                0.90114,                0.73736,                 1.1019,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                0.60603,                0.37672,                 0.9407,                0.86013,                0.79797,                0.83343,                0.61027,                0.90096,                0.73726,                 1.1082,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.59994,                0.38516,                0.94823,                0.85616,                0.79389,                0.83084,                0.60767,                0.89529,                0.74757,                  1.103,             4.9677e-05,             4.9677e-05,             4.9677e-05
